City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,Manggar,-2.8833,108.2667,78.98,83,92,1.36,ID,2022-08-03 17:46:48
287,Matara,5.9485,80.5353,77.65,88,99,17.54,LK,2022-08-03 17:46:48
288,Liverpool,53.4106,-2.9779,70.9,61,40,13.8,GB,2022-08-03 17:46:48
289,Sechura,-5.5569,-80.8222,75.83,56,80,8.39,PE,2022-08-03 17:46:49
290,Leningradskiy,69.3833,178.4167,42.48,89,100,5.26,RU,2022-08-03 17:46:50
291,Noumea,-22.2763,166.4572,73.99,99,34,8.39,NC,2022-08-03 17:46:50
292,Salekhard,66.53,66.6019,63.59,59,12,7.72,RU,2022-08-03 17:41:55
293,Ko Samui,9.5357,99.9357,83.79,73,100,18.1,TH,2022-08-03 17:46:51
294,Saint Anthony,45.0205,-93.218,88.93,36,0,20.71,US,2022-08-03 17:45:11
295,Alice Town,25.7167,-79.3,83.28,66,0,8.12,BS,2022-08-03 17:46:52
296,Freeport,40.6576,-73.5832,90.97,52,40,13.8,US,2022-08-03 17:43:04
297,Conde,-7.2597,-34.9075,78.26,89,75,6.91,BR,2022-08-03 17:46:53
298,Tabou,4.423,-7.3528,76.06,77,100,9.4,CI,2022-08-03 17:46:53
299,Jilib,0.4883,42.7854,73.69,81,32,9.71,SO,2022-08-03 17:46:54
300,Viedma,-40.8135,-62.9967,55.81,35,8,4.36,AR,2022-08-03 17:46:54
301,Caravelas,-17.7125,-39.2481,76.21,61,12,7.43,BR,2022-08-03 17:46:55
302,Tautira,-17.7333,-149.15,76.55,81,29,22.57,PF,2022-08-03 17:46:55
303,Normandin,48.8333,-72.5321,73.71,49,51,10.36,CA,2022-08-03 17:46:55
304,Owatonna,44.0839,-93.226,85.15,57,40,10.36,US,2022-08-03 17:44:45
305,Pokhara,28.2333,83.9833,73.18,93,96,1.43,NP,2022-08-03 17:46:56
306,New Amsterdam,6.25,-57.5167,89.02,56,43,8.12,GY,2022-08-03 17:46:57
307,Ho Chi Minh City,10.75,106.6667,77.02,100,75,3.44,VN,2022-08-03 17:45:05
308,Prado,-17.3411,-39.2208,75.97,62,22,7.16,BR,2022-08-03 17:46:58
309,Shitanjing,39.2342,106.3439,78.96,57,40,3.83,CN,2022-08-03 17:46:58
310,Dvinskoy,62.1535,45.1175,65.66,81,84,1.39,RU,2022-08-03 17:46:59
311,Dubai,25.2582,55.3047,97.09,56,0,1.14,AE,2022-08-03 17:45:03
312,Nizhnekamsk,55.6366,51.8245,70.59,73,0,6.71,RU,2022-08-03 17:47:00
313,Karatau,43.1667,70.4667,72.07,53,70,4.99,KZ,2022-08-03 17:47:00
314,Alofi,-19.0595,-169.9187,73.29,83,78,9.22,NU,2022-08-03 17:47:01
315,Tecolutilla,18.2833,-93.3167,91.76,46,0,11.97,MX,2022-08-03 17:48:01
316,Verkhnevilyuysk,63.4453,120.3167,56.43,60,99,9.93,RU,2022-08-03 17:48:02
317,Concepcion,-36.827,-73.0498,49.8,71,100,6.91,CL,2022-08-03 17:47:31
318,Lagunas,-5.2269,-75.6753,90.5,51,85,1.68,PE,2022-08-03 17:48:02
319,Mosquera,4.7059,-74.2302,66.29,48,40,18.41,CO,2022-08-03 17:44:19
320,Kyra,49.5776,111.9753,60.62,99,100,2.1,RU,2022-08-03 17:48:03
321,Te Anau,-45.4167,167.7167,44.56,89,100,6.98,NZ,2022-08-03 17:48:04
322,Batagay-Alyta,67.8006,130.4114,42.49,88,100,6.31,RU,2022-08-03 17:48:04
323,Vostok,46.4856,135.8833,61.88,96,76,4.29,RU,2022-08-03 17:48:05
324,Deming,32.2687,-107.7586,87.69,30,0,6.91,US,2022-08-03 17:48:05
325,Vila,42.0304,-8.1588,80.71,57,21,8.32,PT,2022-08-03 17:48:05
326,Northam,51.0333,-4.2167,67.39,72,9,13.38,GB,2022-08-03 17:48:06
327,Hvide Sande,56.0045,8.1294,67.08,93,26,12.68,DK,2022-08-03 17:48:06
328,Cherskiy,68.75,161.3,44.2,91,100,7.58,RU,2022-08-03 17:48:07
329,Tura,25.5198,90.2201,75.6,95,100,2.89,IN,2022-08-03 17:48:07
330,Codrington,-38.2667,141.9667,50.7,88,52,16.24,AU,2022-08-03 17:48:08
331,New Smyrna Beach,29.0258,-80.927,96.17,66,40,10.36,US,2022-08-03 17:45:15
332,Ihosy,-22.4,46.1167,57.99,95,42,7.09,MG,2022-08-03 17:48:08
333,Morondava,-20.2833,44.2833,74.1,81,18,7.23,MG,2022-08-03 17:48:09
334,Glenluce,54.8798,-4.8084,57.67,83,97,10.27,GB,2022-08-03 17:48:09
335,Cidreira,-30.1811,-50.2056,65.28,84,83,19.82,BR,2022-08-03 17:48:10
336,Margate,51.3813,1.3862,80.87,64,27,4.0,GB,2022-08-03 17:48:10
337,Batagay,67.6333,134.6333,47.39,84,87,4.65,RU,2022-08-03 17:48:11
338,Santa Helena De Goias,-17.8136,-50.5969,90.45,20,3,5.55,BR,2022-08-03 17:48:11
339,Eyl,7.9803,49.8164,76.87,81,75,25.41,SO,2022-08-03 17:48:12
340,Araouane,18.9048,-3.5265,102.81,23,15,6.11,ML,2022-08-03 17:48:12
341,Namatanai,-3.6667,152.4333,78.33,83,70,9.66,PG,2022-08-03 17:48:13
342,Klaksvik,62.2266,-6.589,49.12,81,29,17.45,FO,2022-08-03 17:48:13
343,Serik,36.9169,31.0989,84.74,77,0,0.76,TR,2022-08-03 17:48:14
344,Saint-Pierre,-21.3393,55.4781,69.48,75,75,13.8,RE,2022-08-03 17:48:14
345,Agua Verde,22.9,-106.05,86.31,68,8,7.25,MX,2022-08-03 17:48:15
346,Nanchang,28.6833,115.8833,84.96,69,28,3.47,CN,2022-08-03 17:48:16
347,Linxia,35.6003,103.2064,67.84,88,99,2.91,CN,2022-08-03 17:48:16
348,Henties Bay,-22.116,14.2845,55.56,87,32,10.38,NA,2022-08-03 17:48:17
349,Tezu,27.9167,96.1667,76.3,96,82,3.27,IN,2022-08-03 17:48:17
350,Kilindoni,-7.9139,39.6668,75.52,76,0,13.06,TZ,2022-08-03 17:48:17
351,Mercedes,-34.6515,-59.4307,58.78,51,39,12.95,AR,2022-08-03 17:48:18
352,Ribeira Grande,38.5167,-28.7,81.0,83,75,12.66,PT,2022-08-03 17:48:18
353,Mwene-Ditu,-7.0,23.45,77.9,29,7,3.29,CD,2022-08-03 17:48:19
354,Lubao,14.9167,120.55,78.87,89,99,2.15,PH,2022-08-03 17:48:20
355,Rio Pardo De Minas,-15.6097,-42.5397,84.83,21,27,8.93,BR,2022-08-03 17:48:20
356,Borazjan,29.2666,51.2159,99.25,45,7,3.22,IR,2022-08-03 17:48:20
357,Batemans Bay,-35.7167,150.1833,60.1,60,46,9.71,AU,2022-08-03 17:48:21
358,Krasnoselkup,65.7,82.4667,53.28,64,14,8.46,RU,2022-08-03 17:48:22
359,Pandaria,22.2333,81.4167,83.41,71,99,3.22,IN,2022-08-03 17:48:23
360,Nanma,36.1817,118.1583,77.72,93,3,3.58,CN,2022-08-03 17:49:23
361,Sao Filipe,14.8961,-24.4956,77.22,85,69,4.56,CV,2022-08-03 17:49:24
362,Beira,-19.8436,34.8389,68.09,82,20,5.99,MZ,2022-08-03 17:49:24
363,Tuatapere,-46.1333,167.6833,45.25,81,100,8.16,NZ,2022-08-03 17:48:53
364,Sirsa,29.5333,75.0167,88.54,66,85,6.02,IN,2022-08-03 17:49:25
365,Udachnyy,66.4167,112.4,46.45,87,100,18.79,RU,2022-08-03 17:49:25
366,Damietta,31.4165,31.8133,82.29,71,9,11.03,EG,2022-08-03 17:49:26
367,Marevo,57.3146,32.0804,63.14,75,100,3.4,RU,2022-08-03 17:49:26
368,Komsomolskiy,40.4272,71.7189,78.96,35,46,5.37,UZ,2022-08-03 17:49:27
369,Kangaatsiaq,68.3065,-53.4641,45.93,79,99,19.19,GL,2022-08-03 17:49:27
370,Chor,25.5167,69.7667,89.96,57,93,16.02,PK,2022-08-03 17:49:28
371,Avera,33.194,-82.5271,90.37,39,100,6.29,US,2022-08-03 17:49:28
372,Sturgis,41.7992,-85.4192,91.2,73,75,16.11,US,2022-08-03 17:45:51
373,Piedras Negras,28.7,-100.5167,97.27,42,0,17.78,MX,2022-08-03 17:48:44
374,Los Llanos De Aridane,28.6585,-17.9182,71.35,73,75,16.11,ES,2022-08-03 17:44:46
375,Sur,22.5667,59.5289,87.48,65,23,11.25,OM,2022-08-03 17:49:30
376,Cockburn Town,21.4612,-71.1419,82.15,74,3,16.82,TC,2022-08-03 17:49:31
377,Natal,-5.795,-35.2094,84.42,70,75,10.36,BR,2022-08-03 17:46:02
378,Kahului,20.8947,-156.47,78.84,72,20,7.0,US,2022-08-03 17:49:31
379,Gaillac,43.9016,1.8969,99.55,20,2,5.91,FR,2022-08-03 17:49:32
380,Teknaf,20.8624,92.3058,81.52,85,99,9.55,BD,2022-08-03 17:49:32
381,Torbay,47.6666,-52.7314,77.88,73,75,14.97,CA,2022-08-03 17:49:33
382,Alice Springs,-23.7,133.8833,72.95,33,40,13.8,AU,2022-08-03 17:49:29
383,Changping,40.2186,116.2197,82.04,67,67,2.82,CN,2022-08-03 17:49:33
384,Pacific Grove,36.6177,-121.9166,81.21,86,0,8.99,US,2022-08-03 17:49:34
385,Laurel,39.0993,-76.8483,94.01,51,40,5.75,US,2022-08-03 17:49:34
386,Puerto Colombia,10.9878,-74.9547,75.29,76,100,5.17,CO,2022-08-03 17:49:35
387,Brufut,13.3814,-16.7518,78.89,89,75,8.05,GM,2022-08-03 17:49:35
388,Nemuro,43.3236,145.575,58.87,92,43,11.97,JP,2022-08-03 17:49:36
389,Kodinsk,58.6881,99.1844,48.04,93,49,3.33,RU,2022-08-03 17:49:36
390,Healdsburg,38.6105,-122.8692,94.68,25,93,3.4,US,2022-08-03 17:49:36
391,Ketchikan,55.3422,-131.6461,57.67,82,75,3.44,US,2022-08-03 17:48:51
392,Char Bhadrasan,23.3167,90.2167,81.07,86,100,5.7,BD,2022-08-03 17:49:37
393,Guilin,25.2819,110.2864,78.91,87,94,1.36,CN,2022-08-03 17:49:38
394,Rong Kwang,18.339,100.3174,74.39,97,94,1.36,TH,2022-08-03 17:49:38
395,Conceicao Das Alagoas,-19.9147,-48.3883,87.58,20,40,6.76,BR,2022-08-03 17:49:39
396,Aljezur,37.3191,-8.8033,71.44,75,5,13.44,PT,2022-08-03 17:49:39
397,Zhigansk,66.7697,123.3711,46.54,62,99,19.64,RU,2022-08-03 17:49:40
398,Campo Verde,-20.4167,-54.0667,93.63,15,14,11.41,BR,2022-08-03 17:45:45
399,Baisha,26.5222,110.9311,78.76,76,48,3.62,CN,2022-08-03 17:49:41
400,Olinda,-8.0089,-34.8553,76.73,83,75,3.44,BR,2022-08-03 17:49:41
401,Buriti Dos Lopes,-3.175,-41.8669,85.39,60,70,6.98,BR,2022-08-03 17:49:42
402,Yate,51.5407,-2.4184,75.22,63,19,3.0,GB,2022-08-03 17:49:42
403,Valparaiso,-33.0393,-71.6273,58.64,66,40,6.91,CL,2022-08-03 17:49:43
404,Kushiro,42.975,144.3747,58.84,96,61,7.25,JP,2022-08-03 17:47:28
405,La Ronge,55.1001,-105.2842,64.62,59,75,8.05,CA,2022-08-03 17:49:40
406,Neiafu,-18.65,-173.9833,77.68,73,75,9.22,TO,2022-08-03 17:49:44
407,Hamilton,39.1834,-84.5333,93.74,61,40,12.66,US,2022-08-03 17:47:07
408,Mustasaari,63.1142,21.6822,66.15,77,75,11.5,FI,2022-08-03 17:50:44
409,Gat,31.61,34.7642,83.39,100,4,6.87,IL,2022-08-03 17:48:54
410,Orapa,-21.2833,25.3667,69.12,35,13,5.77,BW,2022-08-03 17:50:45
411,Ancud,-41.8697,-73.8203,46.22,88,99,15.12,CL,2022-08-03 17:50:46
412,Poya,-21.35,165.15,70.2,94,37,4.79,NC,2022-08-03 17:50:46
413,Parabel,58.6978,81.4825,53.02,71,55,7.61,RU,2022-08-03 17:50:46
414,Shache,38.4167,77.2406,70.41,62,97,1.72,CN,2022-08-03 17:50:47
415,Teahupoo,-17.8333,-149.2667,69.76,82,31,22.86,PF,2022-08-03 17:50:47
416,Balsas,-7.5325,-46.0356,97.41,22,56,8.39,BR,2022-08-03 17:50:48
417,Woudenberg,52.0808,5.4167,86.04,54,46,1.01,NL,2022-08-03 17:50:49
418,Oriximina,-1.7656,-55.8661,91.87,46,81,7.38,BR,2022-08-03 17:50:49
419,Mae Sot,16.7167,98.5667,73.18,98,100,1.01,TH,2022-08-03 17:50:50
420,Nago,26.5881,127.9761,83.25,84,65,5.93,JP,2022-08-03 17:50:50
421,Lata,40.1629,-8.3327,78.08,52,0,7.49,PT,2022-08-03 17:50:51
422,Bonavista,48.6499,-53.1147,66.0,94,94,13.4,CA,2022-08-03 17:49:27
423,Mitsamiouli,-11.3847,43.2844,75.49,69,20,5.75,KM,2022-08-03 17:50:51
424,Galle,6.0367,80.217,78.55,87,99,19.37,LK,2022-08-03 17:50:52
425,Ixtapa,20.7,-105.2,90.23,65,39,4.0,MX,2022-08-03 17:50:52
426,Iskateley,67.6803,53.1512,61.11,86,55,14.29,RU,2022-08-03 17:50:53
427,Vamvakou,39.3333,22.4167,83.32,40,36,5.88,GR,2022-08-03 17:50:53
428,Coquimbo,-29.9533,-71.3436,56.93,62,100,4.61,CL,2022-08-03 17:50:54
429,Port Macquarie,-31.4333,152.9167,44.49,100,75,0.0,AU,2022-08-03 17:50:54
430,Kazerun,29.6195,51.6541,93.52,44,49,3.44,IR,2022-08-03 17:50:55
431,Ubinskoye,55.3068,79.6802,58.35,71,24,5.84,RU,2022-08-03 17:50:55
432,Reconquista,-29.15,-59.65,67.06,85,99,5.21,AR,2022-08-03 17:50:11
433,Rongcheng,30.634,117.8517,81.23,82,32,3.09,CN,2022-08-03 17:50:56
434,Tigil,57.8,158.6667,52.12,93,100,8.84,RU,2022-08-03 17:50:57
435,Faanui,-16.4833,-151.75,78.53,75,7,22.3,PF,2022-08-03 17:50:57
436,Mocajuba,-2.5842,-49.5072,94.62,33,26,4.54,BR,2022-08-03 17:50:58
437,Kurchum,48.5722,83.6542,69.1,47,94,8.43,KZ,2022-08-03 17:50:59
438,Dakar,14.6937,-17.4441,82.53,78,20,13.8,SN,2022-08-03 17:50:50
439,Awjilah,29.1081,21.2869,91.76,27,0,10.76,LY,2022-08-03 17:51:00
440,Port Blair,11.6667,92.75,78.84,89,100,5.75,IN,2022-08-03 17:51:00
441,Saint-Gabriel,46.3001,-73.3824,74.91,61,95,7.74,CA,2022-08-03 17:51:01
442,Svetlogorsk,52.6333,29.7333,66.29,92,81,6.46,BY,2022-08-03 17:51:01
443,Bauchi,10.5,10.0,73.08,85,72,3.29,NG,2022-08-03 17:51:02
444,Pangnirtung,66.1451,-65.7125,46.4,81,75,9.22,CA,2022-08-03 17:51:02
445,Lagoa,39.05,-27.9833,75.83,84,7,10.0,PT,2022-08-03 17:49:58
446,Piacabucu,-10.4056,-36.4344,74.73,87,100,13.44,BR,2022-08-03 17:51:03
447,Dunmore East,52.1514,-6.9861,69.33,73,40,8.05,IE,2022-08-03 17:51:04
448,Santa Isabel Do Rio Negro,-0.4139,-65.0192,86.25,67,99,4.07,BR,2022-08-03 17:51:04
449,Vestmannaeyjar,63.4427,-20.2734,56.39,58,20,18.41,IS,2022-08-03 17:49:30
450,Hammerfest,70.6634,23.6821,64.85,59,0,6.91,NO,2022-08-03 17:51:05
451,Miandrivazo,-19.5167,45.4667,72.59,75,3,0.6,MG,2022-08-03 17:52:05
452,Pontianak,-0.0333,109.3333,75.18,94,40,3.44,ID,2022-08-03 17:52:06
453,Bobrovka,54.047,61.7455,60.69,71,58,7.74,RU,2022-08-03 17:52:06
454,Dumingag,8.1692,123.3506,75.13,97,100,2.73,PH,2022-08-03 17:52:07
455,Ambon,-3.6954,128.1814,75.34,94,40,5.75,ID,2022-08-03 17:52:07
456,Houlton,46.1262,-67.8403,78.73,49,0,4.61,US,2022-08-03 17:52:09
457,Gravdal,68.1214,13.5031,55.74,83,100,2.17,NO,2022-08-03 17:52:09
458,Abnub,27.2696,31.1511,97.02,18,22,10.76,EG,2022-08-03 17:52:10
459,Spirit River,55.7833,-118.8361,64.83,43,100,15.57,CA,2022-08-03 17:52:10
460,Emerald,-23.5333,148.1667,57.34,100,40,3.44,AU,2022-08-03 17:52:11
461,Veraval,20.9,70.3667,82.13,83,90,6.73,IN,2022-08-03 17:52:11
462,Aliwal North,-30.6937,26.7114,52.32,70,78,6.89,ZA,2022-08-03 17:52:11
463,La Crosse,43.8014,-91.2396,85.93,75,0,6.91,US,2022-08-03 17:48:40
464,Manzil Salim,35.8567,8.4765,87.8,19,3,12.75,TN,2022-08-03 17:52:13
465,Bon Air,37.5249,-77.5578,93.9,50,25,5.01,US,2022-08-03 17:52:13
466,Deputatskiy,69.3,139.9,41.59,95,100,6.89,RU,2022-08-03 17:50:42
467,Iqaluit,63.7506,-68.5145,55.13,58,40,5.75,CA,2022-08-03 17:49:47
468,Acari,-15.4311,-74.6158,73.36,51,41,9.64,PE,2022-08-03 17:50:46
469,Ugoofaaru,5.6667,73.0,80.82,82,100,23.44,MV,2022-08-03 17:52:16
470,Guerrero Negro,27.9769,-114.0611,78.22,63,54,15.79,MX,2022-08-03 17:50:02
471,Hirado,33.3597,129.5531,79.39,90,13,9.28,JP,2022-08-03 17:52:17
472,Jutai,-5.1833,-68.9,88.29,60,51,3.15,BR,2022-08-03 17:52:17
473,Bonga,7.2833,36.2333,58.62,99,42,1.77,ET,2022-08-03 17:52:18
474,Rehoboth,-23.3167,17.0833,56.39,25,34,6.6,NA,2022-08-03 17:52:18
475,Gannavaram,16.5333,80.8,80.76,86,98,3.49,IN,2022-08-03 17:52:19
476,Starkville,33.4504,-88.8184,111.07,73,20,0.0,US,2022-08-03 17:50:27
477,Gwadar,25.1216,62.3254,81.75,87,39,8.19,PK,2022-08-03 17:52:20
478,Marienburg,54.0359,19.0266,82.58,38,3,9.82,PL,2022-08-03 17:52:20
479,Amapa,1.0,-52.0,85.08,61,68,6.33,BR,2022-08-03 17:52:21
480,Akhmim,26.5622,31.745,98.8,17,29,16.82,EG,2022-08-03 17:52:21
481,Nivala,63.9167,24.9667,63.68,76,95,4.9,FI,2022-08-03 17:52:22
482,Anloga,5.7947,0.8973,74.43,77,42,14.23,GH,2022-08-03 17:52:22
483,Tamworth,52.634,-1.6959,77.49,50,2,5.99,GB,2022-08-03 17:52:23
484,Methoni,36.8197,21.7049,87.66,75,15,13.31,GR,2022-08-03 17:52:24
485,Larsnes,62.2028,5.5773,65.44,73,27,15.61,NO,2022-08-03 17:52:24
486,Vila Franca Do Campo,37.7167,-25.4333,75.61,70,6,8.52,PT,2022-08-03 17:52:25
487,Huarmey,-10.0681,-78.1522,67.5,71,41,11.45,PE,2022-08-03 17:52:26
488,Pangai,-19.8,-174.35,77.11,83,20,16.11,TO,2022-08-03 17:52:26
489,Forestville,38.8451,-76.875,93.78,47,20,3.44,US,2022-08-03 17:52:27
490,Nuuk,64.1835,-51.7216,49.87,81,100,11.99,GL,2022-08-03 17:52:27
491,Kamaishi,39.2667,141.8833,68.67,92,73,7.4,JP,2022-08-03 17:49:40
492,Chapais,49.7834,-74.8492,62.38,56,71,13.2,CA,2022-08-03 17:52:28
493,Troitsko-Pechorsk,62.7084,56.1964,62.38,64,66,5.1,RU,2022-08-03 17:52:29
494,Phalaborwa,-23.943,31.1411,67.28,49,1,5.19,ZA,2022-08-03 17:52:29
495,Dukat,62.55,155.55,50.0,96,99,5.53,RU,2022-08-03 17:52:29
496,Cairo,30.0626,31.2497,88.56,40,0,9.22,EG,2022-08-03 17:47:48
497,Chifeng,42.2683,118.9636,77.95,73,88,3.2,CN,2022-08-03 17:52:30
498,Hasaki,35.7333,140.8333,75.6,93,96,11.68,JP,2022-08-03 17:53:31
499,Makakilo City,21.3469,-158.0858,76.69,76,3,7.99,US,2022-08-03 17:53:31
500,Padang,-0.9492,100.3543,76.1,94,100,5.59,ID,2022-08-03 17:53:32
501,Taylor,32.3001,-99.8337,98.33,36,0,14.97,US,2022-08-03 17:53:32
502,Korla,41.7597,86.1469,84.52,26,36,4.29,CN,2022-08-03 17:49:23
503,Baghdad,33.3406,44.4009,105.71,17,0,3.44,IQ,2022-08-03 17:50:30
504,Esso,55.9333,158.7,50.04,95,100,3.42,RU,2022-08-03 17:53:33
505,Batouri,4.4333,14.3667,71.73,86,86,0.51,CM,2022-08-03 17:53:34
506,Hami,42.8,93.45,86.67,22,0,10.31,CN,2022-08-03 17:53:34
507,Cortez,37.3489,-108.5859,86.94,36,97,8.32,US,2022-08-03 17:53:35
508,Valleyview,55.0667,-117.2859,62.64,72,100,3.44,CA,2022-08-03 17:53:35
509,Lagdo,9.05,13.7333,76.48,76,89,2.84,CM,2022-08-03 17:53:36
510,Jijiga,9.35,42.8,72.28,50,88,14.32,ET,2022-08-03 17:53:36
511,Pionerskiy,54.9508,20.2275,75.04,62,4,10.04,RU,2022-08-03 17:53:37
512,Cabo San Lucas,22.8909,-109.9124,94.6,61,0,1.01,MX,2022-08-03 17:52:58
513,Lompoc,34.6391,-120.4579,75.34,86,20,5.75,US,2022-08-03 17:51:58
514,Maniitsoq,65.4167,-52.9,44.82,92,100,9.42,GL,2022-08-03 17:53:38
515,Bakchar,57.0186,82.0711,51.82,90,58,4.23,RU,2022-08-03 17:53:39
516,Shiyan,32.6475,110.7781,79.41,83,6,0.56,CN,2022-08-03 17:53:39
517,Balkhash,46.844,74.9804,72.63,55,6,11.21,KZ,2022-08-03 17:53:39
518,Taunggyi,20.7833,97.0333,63.28,96,56,2.42,MM,2022-08-03 17:53:40
519,Nantucket,41.2835,-70.0995,84.34,77,0,4.61,US,2022-08-03 17:50:53
520,Comodoro Rivadavia,-45.8667,-67.5,51.66,43,0,4.61,AR,2022-08-03 17:53:41
521,Yulara,-25.2406,130.9889,59.81,42,99,8.25,AU,2022-08-03 17:49:15
522,Pangody,65.85,74.4859,62.13,55,98,5.19,RU,2022-08-03 17:53:41
523,Bitung,1.4451,125.1824,74.25,86,84,11.1,ID,2022-08-03 17:53:42
524,Strezhevoy,60.7333,77.5889,54.99,72,12,6.08,RU,2022-08-03 17:53:42
525,Bhusawal,21.05,75.7667,82.31,75,100,3.11,IN,2022-08-03 17:53:43
526,Franklin,39.9667,-83.0166,91.51,63,40,14.97,US,2022-08-03 17:53:27
527,Singaparna,-7.3515,108.111,71.31,96,99,1.86,ID,2022-08-03 17:53:43
528,Hailar,49.2,119.7,69.01,70,61,8.21,CN,2022-08-03 17:53:44
529,Ginir,7.1333,40.7,63.86,64,88,15.28,ET,2022-08-03 17:53:44
530,Makat,47.6469,53.3463,88.7,26,67,12.71,KZ,2022-08-03 17:53:45
531,Irbil,36.1926,44.0106,100.22,12,0,9.22,IQ,2022-08-03 17:51:10
532,Partizanskoye,55.5006,94.39,54.52,66,100,4.05,RU,2022-08-03 17:53:45
533,Muborak,39.2553,65.1528,82.42,23,0,9.95,UZ,2022-08-03 17:53:46
534,Whitehorse,60.7161,-135.0538,57.09,83,100,5.75,CA,2022-08-03 17:51:38
535,Berlevag,70.8578,29.0864,55.4,93,100,12.66,NO,2022-08-03 17:51:08
536,Tatawin,32.9297,10.4518,81.54,57,0,21.23,TN,2022-08-03 17:53:47
537,Kenai,60.5544,-151.2583,64.02,82,0,0.0,US,2022-08-03 17:53:47
538,San Quintin,30.4833,-115.95,75.18,73,78,15.93,MX,2022-08-03 17:53:48
539,Baihar,22.1,80.55,75.13,90,97,2.13,IN,2022-08-03 17:53:48
540,Manokwari,-0.8667,134.0833,78.46,77,98,4.0,ID,2022-08-03 17:53:49
541,Novobirilyussy,56.9514,90.6661,51.57,94,99,4.25,RU,2022-08-03 17:53:49
